==========
Args:Namespace(AF_weight=1.0, MODEL='50x', absolute_delta=True, absolute_feat=False, aux_weight=4.5, batch_size=128, blur=False, config_file='config/base.yml', data_dir='/DATA2025/cjh/AAAI2025-LReID-DASK/PRID', dropout=0.5, epochs=60, epochs0=80, eval_epoch=100, evaluate=False, fix_EMA=0.5, global_alpha=100, groups=1, height=256, joint_test=False, l2sp_weight=0.01, logs_dir='/DATA2025/cjh/AAAI2025-LReID-DASK/output', lr=0.008, middle_test=False, milestones=[30], mobile=True, momentum=0.9, n_kernel=1, num_instances=4, optimizer='SGD', print_freq=200, random_rehearser=False, resume='', save_evaluation=False, seed=0, setting=1, test_folder=None, trans=True, warmup_step=10, weight_decay=0.0001, width=128, workers=8)
==========
+---------------------------+--------+------------+---------+
|            set            | images | identities | cameras |
+---------------------------+--------+------------+---------+
| IncrementalSamples4market |        |            |         |
|           train           | 12936  |    751     |    6    |
|           query           |  3368  |    750     |    6    |
|          gallery          | 15913  |    751     |    6    |
+---------------------------+--------+------------+---------+
+--------------------------------+--------+------------+---------+
|              set               | images | identities | cameras |
+--------------------------------+--------+------------+---------+
| IncrementalSamples4subcuhksysu |        |            |         |
|             train              |  4374  |    942     |    1    |
|             query              |  2900  |    2900    |    1    |
|            gallery             |  5447  |    2900    |    1    |
+--------------------------------+--------+------------+---------+
+-------------------------+--------+------------+---------+
|           set           | images | identities | cameras |
+-------------------------+--------+------------+---------+
| IncrementalSamples4duke |        |            |         |
|          train          | 16522  |    702     |    8    |
|          query          |  2228  |    702     |    8    |
|         gallery         | 17661  |    1110    |    8    |
+-------------------------+--------+------------+---------+
/DATA2025/cjh/envs/IRL/lib/python3.8/site-packages/torchvision/transforms/transforms.py:329: UserWarning: Argument 'interpolation' of type int is deprecated since 0.13 and will be removed in 0.15. Please use InterpolationMode enum.
  warnings.warn(
+---------------------------+--------+------------+---------+
|            set            | images | identities | cameras |
+---------------------------+--------+------------+---------+
| IncrementalSamples4msmt17 |        |            |         |
|           train           | 30248  |    1041    |    15   |
|           query           | 11659  |    3060    |    15   |
|          gallery          | 82161  |    3060    |    15   |
+---------------------------+--------+------------+---------+
Checking preprocess conditions...
imgs_labeled_dir exists: True
imgs_detected_dir exists: True
+---------------------------+--------+------------+---------+
|            set            | images | identities | cameras |
+---------------------------+--------+------------+---------+
| IncrementalSamples4cuhk03 |        |            |         |
|           train           |  7368  |    767     |    2    |
|           query           |  1400  |    700     |    2    |
|          gallery          |  5328  |    700     |    2    |
+---------------------------+--------+------------+---------+
/DATA2025/cjh/AAAI2025-LReID-DASK/PRID/SenseReID/test_gallery
+------------------------------+--------+------------+---------+
|             set              | images | identities | cameras |
+------------------------------+--------+------------+---------+
| IncrementalSamples4sensereid |        |            |         |
|            train             |  4428  |    1718    |    2    |
|            query             |  1040  |    521     |    2    |
|           gallery            |  3388  |    1718    |    2    |
+------------------------------+--------+------------+---------+
+-------------------------+--------+------------+---------+
|           set           | images | identities | cameras |
+-------------------------+--------+------------+---------+
| IncrementalSamples4grid |        |            |         |
|          train          |  250   |    125     |    6    |
|          query          |  125   |    125     |    5    |
|         gallery         |  900   |    126     |    5    |
+-------------------------+--------+------------+---------+
+-------------------------+--------+------------+---------+
|           set           | images | identities | cameras |
+-------------------------+--------+------------+---------+
| IncrementalSamples4prid |        |            |         |
|          train          |  200   |    100     |    2    |
|          query          |  100   |    100     |    1    |
|         gallery         |  649   |    649     |    1    |
+-------------------------+--------+------------+---------+
using resnet50 as a backbone
===========building ResNet===========
param fc.weight in pre-trained model does not exist in this model.base
param fc.bias in pre-trained model does not exist in this model.base
/DATA2025/cjh/envs/IRL/lib/python3.8/site-packages/torchvision/models/_utils.py:208: UserWarning: The parameter 'pretrained' is deprecated since 0.13 and may be removed in the future, please use 'weights' instead.
  warnings.warn(
/DATA2025/cjh/envs/IRL/lib/python3.8/site-packages/torchvision/models/_utils.py:223: UserWarning: Arguments other than a weight enum or `None` for 'weights' are deprecated since 0.13 and may be removed in the future. The current behavior is equivalent to passing `weights=ResNet50_Weights.IMAGENET1K_V1`. You can also use `weights=ResNet50_Weights.DEFAULT` to get the most up-to-date weights.
  warnings.warn(msg)
using soft triplet loss for training
####### starting training on market1501 #######
Epoch: [0][71/71]	Time 0.522 (0.654)	Loss_ce 6.200 (6.208)	Loss_tp 3.254 (4.003)	
Epoch: [1][71/71]	Time 0.528 (0.606)	Loss_ce 5.882 (6.053)	Loss_tp 1.912 (2.199)	
Epoch: [2][71/71]	Time 0.527 (0.613)	Loss_ce 4.845 (5.377)	Loss_tp 0.913 (1.236)	
Epoch: [3][71/71]	Time 0.529 (0.615)	Loss_ce 3.212 (3.890)	Loss_tp 0.863 (0.856)	
Epoch: [4][71/71]	Time 0.529 (0.615)	Loss_ce 1.738 (2.325)	Loss_tp 0.557 (0.688)	
Epoch: [5][71/71]	Time 0.530 (0.612)	Loss_ce 0.917 (1.297)	Loss_tp 0.528 (0.585)	
Epoch: [6][71/71]	Time 0.529 (0.614)	Loss_ce 0.622 (0.752)	Loss_tp 0.446 (0.471)	
Epoch: [7][71/71]	Time 0.529 (0.616)	Loss_ce 0.370 (0.508)	Loss_tp 0.436 (0.427)	
Epoch: [8][71/71]	Time 0.531 (0.619)	Loss_ce 0.246 (0.363)	Loss_tp 0.280 (0.358)	
Epoch: [9][71/71]	Time 0.531 (0.616)	Loss_ce 0.421 (0.309)	Loss_tp 0.508 (0.352)	
Epoch: [10][71/71]	Time 0.527 (0.620)	Loss_ce 0.300 (0.245)	Loss_tp 0.471 (0.300)	
Epoch: [11][71/71]	Time 0.532 (0.614)	Loss_ce 0.174 (0.217)	Loss_tp 0.228 (0.284)	
Epoch: [12][71/71]	Time 0.530 (0.614)	Loss_ce 0.245 (0.177)	Loss_tp 0.464 (0.250)	
Epoch: [13][71/71]	Time 0.529 (0.618)	Loss_ce 0.173 (0.154)	Loss_tp 0.351 (0.250)	
Epoch: [14][71/71]	Time 0.531 (0.607)	Loss_ce 0.140 (0.144)	Loss_tp 0.275 (0.223)	
Epoch: [15][71/71]	Time 0.531 (0.622)	Loss_ce 0.108 (0.131)	Loss_tp 0.135 (0.205)	
Epoch: [16][71/71]	Time 0.529 (0.612)	Loss_ce 0.160 (0.103)	Loss_tp 0.182 (0.174)	
Epoch: [17][71/71]	Time 0.529 (0.615)	Loss_ce 0.071 (0.100)	Loss_tp 0.190 (0.174)	
Epoch: [18][71/71]	Time 0.530 (0.620)	Loss_ce 0.140 (0.088)	Loss_tp 0.270 (0.154)	
Epoch: [19][71/71]	Time 0.530 (0.618)	Loss_ce 0.154 (0.087)	Loss_tp 0.227 (0.149)	
Epoch: [20][71/71]	Time 0.530 (0.612)	Loss_ce 0.069 (0.082)	Loss_tp 0.101 (0.139)	
Epoch: [21][71/71]	Time 0.531 (0.618)	Loss_ce 0.094 (0.072)	Loss_tp 0.130 (0.129)	
Epoch: [22][71/71]	Time 0.529 (0.616)	Loss_ce 0.081 (0.079)	Loss_tp 0.164 (0.137)	
Epoch: [23][71/71]	Time 0.530 (0.618)	Loss_ce 0.062 (0.059)	Loss_tp 0.139 (0.109)	
